person_name,role,company,company_country,industry,person_website,company_website,linkedin_profile,company_linkedin,wikidata_person,wikidata_company,info_link,cluster_id,cluster_label,cluster_reason,best_contact_email,best_contact_url,best_contact_type,sources
Martin Chaumet,CEO,Bau- und Liegenschaftsbetrieb Nordrhein-Westfalen,Germany,,,https://www.blb.nrw.de/,,https://www.linkedin.com/company/blbnrw,http://www.wikidata.org/entity/Q118168266,http://www.wikidata.org/entity/Q811074,https://www.google.com/search?q=Martin+Chaumet+Bau-+und+Liegenschaftsbetrieb+Nordrhein-Westfalen,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@blb.nrw.de,https://www.blb.nrw.de/impressum,press,wikidata
Sophie Cahen,Founder,Ganymed Robotics,France,,,https://www.ganymedrobotics.com/,https://www.linkedin.com/in/sophiecahen,,http://www.wikidata.org/entity/Q118212393,http://www.wikidata.org/entity/Q118212447,https://www.google.com/search?q=Sophie+Cahen+Ganymed+Robotics,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Werner Susemichel,Founder,Orion,Germany,,,https://www.orion.de,,,http://www.wikidata.org/entity/Q118218955,http://www.wikidata.org/entity/Q1609577,https://www.google.com/search?q=Werner+Susemichel+Orion,C0062,,Shared group: industries=; countries=Germany; companies=Orion,,https://www.orion.de/marken/noir,investor_relations,wikidata
Johann Hillern Taaks,Founder,Reederei Norden-Frisia,Germany,water transport,,https://reederei-frisia.de/,,,http://www.wikidata.org/entity/Q118255760,http://www.wikidata.org/entity/Q2136516,https://www.google.com/search?q=Johann+Hillern+Taaks+Reederei+Norden-Frisia,C0010,,"Shared group: industries=water transport, international trade; countries=Germany, France; companies=Reederei Norden-Frisia, Horn-Linie",info@inselexpress.de,https://reederei-frisia.de/,press,wikidata
Gerda Bassenge,Founder,Galerie Bassenge,Germany,,,https://bassenge.com,,,http://www.wikidata.org/entity/Q118287807,http://www.wikidata.org/entity/Q118287810,https://www.google.com/search?q=Gerda+Bassenge+Galerie+Bassenge,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@bassenge.com,https://bassenge.com/impressum,press,wikidata
Nathan Elmaleh,Founder,Follow,France,autres activités de soutien aux entreprises n.c.a.,,https://www.foll-ow.com/,,https://www.linkedin.com/company/followagency,http://www.wikidata.org/entity/Q118320336,http://www.wikidata.org/entity/Q110486320,https://www.google.com/search?q=Nathan+Elmaleh+Follow,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@foll-ow.com,https://www.foll-ow.com/contact,contact,wikidata
Édouard Delamare-Deboutteville,Founder,Delamare-Deboutteville,France,automotive industry,,,,,http://www.wikidata.org/entity/Q1183855,http://www.wikidata.org/entity/Q28600783,https://www.google.com/search?q=%C3%89douard+Delamare-Deboutteville+Delamare-Deboutteville,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",,,,wikidata
Vittorio Rigato,Founder,Stoic Money,Germany,financial services,,https://www.stoicmoneycoach.com/,https://www.linkedin.com/in/vittorio-rigato,https://www.linkedin.com/company/stoicmoney,http://www.wikidata.org/entity/Q118391021,http://www.wikidata.org/entity/Q118396320,https://www.google.com/search?q=Vittorio+Rigato+Stoic+Money,C0023,,"Shared group: industries=financial services; countries=Germany, France; companies=Deutsche Börse, Stoic Money",,https://www.stoicmoneycoach.com/about-team,other,wikidata
Damien Brunner,Founder,Folivari,France,,,,,,http://www.wikidata.org/entity/Q118744063,http://www.wikidata.org/entity/Q65131298,https://www.google.com/search?q=Damien+Brunner+Folivari,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Jean Guy (foundryman),Founder,Fonderie Guy,France,,,,,,http://www.wikidata.org/entity/Q118902990,http://www.wikidata.org/entity/Q118901738,https://www.google.com/search?q=Jean+Guy+%28foundryman%29+Fonderie+Guy,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Armand Grüntuch,Founder,Grüntuch Ernst Architekten,Germany,,,https://gruentuchernst.de/,,,http://www.wikidata.org/entity/Q118955264,http://www.wikidata.org/entity/Q23785351,https://www.google.com/search?q=Armand+Gr%C3%BCntuch+Gr%C3%BCntuch+Ernst+Architekten,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Almut Grüntuch-Ernst,Founder,Grüntuch Ernst Architekten,Germany,,,https://gruentuchernst.de/,,,http://www.wikidata.org/entity/Q118955267,http://www.wikidata.org/entity/Q23785351,https://www.google.com/search?q=Almut+Gr%C3%BCntuch-Ernst+Gr%C3%BCntuch+Ernst+Architekten,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Peter Pütz,Founder,Hufnagel Pütz Rafaelian,Germany,,,,,,http://www.wikidata.org/entity/Q119012752,http://www.wikidata.org/entity/Q123573447,https://www.google.com/search?q=Peter+P%C3%BCtz+Hufnagel+P%C3%BCtz+Rafaelian,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Michael Rafaelian,Founder,Hufnagel Pütz Rafaelian,Germany,,,,,,http://www.wikidata.org/entity/Q119012768,http://www.wikidata.org/entity/Q123573447,https://www.google.com/search?q=Michael+Rafaelian+Hufnagel+P%C3%BCtz+Rafaelian,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Yves Chapot,CEO,Michelin,France,automotive industry,,https://www.michelin.com/,,https://www.linkedin.com/company/michelin,http://www.wikidata.org/entity/Q119042035,http://www.wikidata.org/entity/Q151107,https://www.google.com/search?q=Yves+Chapot+Michelin,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",actionnaires-individuels@michelin.com,https://www.michelin.com/nous-contacter,investor_relations,wikidata
Wilhelm Heraeus,Founder,Heraeus,Germany,chemical industry,,http://www.heraeus.de/,,,http://www.wikidata.org/entity/Q119193,http://www.wikidata.org/entity/Q553935,https://www.google.com/search?q=Wilhelm+Heraeus+Heraeus,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Christian Schindel,CEO,Rhönsprudel,Germany,,,http://www.rhoensprudel.de/,,,http://www.wikidata.org/entity/Q119217864,http://www.wikidata.org/entity/Q2148435,https://www.google.com/search?q=Christian+Schindel+Rh%C3%B6nsprudel,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,http://www.rhoensprudel.de/presse,press,wikidata
Felix Friedrich Gustav Schulz,Founder,Friedrich Gustav Schulz,Germany,,,,,,http://www.wikidata.org/entity/Q119229036,http://www.wikidata.org/entity/Q135300340,https://www.google.com/search?q=Felix+Friedrich+Gustav+Schulz+Friedrich+Gustav+Schulz,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Oliver Runte,CEO,Trianel,Germany,,,http://www.trianel.com/,,,http://www.wikidata.org/entity/Q119267208,http://www.wikidata.org/entity/Q1517876,https://www.google.com/search?q=Oliver+Runte+Trianel,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",Presse@trianel.com,http://www.trianel.com/,press,wikidata
Joan Miquel Touron,Founder,Llibreria Catalana,France,,,https://www.llibreriacatalana.cat,,,http://www.wikidata.org/entity/Q11927848,http://www.wikidata.org/entity/Q60561741,https://www.google.com/search?q=Joan+Miquel+Touron+Llibreria+Catalana,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.llibreriacatalana.cat/mot-du-libraire,investor_relations,wikidata
Klaus-Peter Schulenberg,CEO,CTS EVENTIM AG & Co. KGaA,Germany,airline ticket,,http://www.eventim.de/,,,http://www.wikidata.org/entity/Q119292500,http://www.wikidata.org/entity/Q1024514,https://www.google.com/search?q=Klaus-Peter+Schulenberg+CTS+EVENTIM+AG+%26+Co.+KGaA,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Vincent Warnery,CEO,Beiersdorf,Germany,chemical industry,,https://www.beiersdorf.com,,,http://www.wikidata.org/entity/Q119371767,http://www.wikidata.org/entity/Q201691,https://www.google.com/search?q=Vincent+Warnery+Beiersdorf,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",contact@nairobi.beiersdorf.com,https://www.beiersdorf.com/about-us/beiersdorf-global,investor_relations,wikidata
Felix Hlatky,CEO,Mastodon gGmbH,Germany,,,,https://www.linkedin.com/in/felixhlatky,https://www.linkedin.com/company/74177417,http://www.wikidata.org/entity/Q119726858,http://www.wikidata.org/entity/Q111606644,https://www.google.com/search?q=Felix+Hlatky+Mastodon+gGmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Arne Freundt,CEO,Puma,Germany,textile industry,,https://eu.puma.com/de/en/home,,,http://www.wikidata.org/entity/Q119785889,http://www.wikidata.org/entity/Q157064,https://www.google.com/search?q=Arne+Freundt+Puma,C0012,,"Shared group: industries=textile industry; countries=Germany, France; companies=Steilmann, J. P. Bemberg",,,,wikidata
Jean-Baptiste Japuis,Founder,Manufacture Japuis,France,,,,,,http://www.wikidata.org/entity/Q119819334,http://www.wikidata.org/entity/Q122609446,https://www.google.com/search?q=Jean-Baptiste+Japuis+Manufacture+Japuis,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Stefan Heinig,Founder,KiK,Germany,retail,,https://www.kik.de/,,,http://www.wikidata.org/entity/Q119848,http://www.wikidata.org/entity/Q883965,https://www.google.com/search?q=Stefan+Heinig+KiK,C0004,,"Shared group: industries=retail; countries=Germany, France; companies=ATU, Fielmann",,https://www.kik.de/c/damen/damen-t-shirts,investor_relations,wikidata
Roberto Vedovotto,CEO,Kering Eyewear,France,manufacturing of jewelry and costume jewelry,,https://www.keringeyewear.com,,,http://www.wikidata.org/entity/Q119916012,http://www.wikidata.org/entity/Q125660185,https://www.google.com/search?q=Roberto+Vedovotto+Kering+Eyewear,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contactus@keringeyewear.com,https://www.keringeyewear.com/newsroom,press,wikidata
Erich Müller-Stinnes,Founder,Horn-Linie,Germany,water transport,,,,,http://www.wikidata.org/entity/Q119975383,http://www.wikidata.org/entity/Q1628279,https://www.google.com/search?q=Erich+M%C3%BCller-Stinnes+Horn-Linie,C0010,,"Shared group: industries=water transport, international trade; countries=Germany, France; companies=Reederei Norden-Frisia, Horn-Linie",,,,wikidata
Georg Wilhelm Gail,Founder,G. W. Gail & Ax's Tobacco Works Baltimore,Germany,,,,,,http://www.wikidata.org/entity/Q120000668,http://www.wikidata.org/entity/Q1286042,https://www.google.com/search?q=Georg+Wilhelm+Gail+G.+W.+Gail+%26+Ax%27s+Tobacco+Works+Baltimore,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Sebastian Wloch,CEO,Asobo Studio,France,édition de jeux électroniques,,http://www.asobostudio.com/,,,http://www.wikidata.org/entity/Q120002645,http://www.wikidata.org/entity/Q2866735,https://www.google.com/search?q=Sebastian+Wloch+Asobo+Studio,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,http://www.asobostudio.com/news/msfs-goty-edition-reno-air-races-expansion,investor_relations,wikidata
Deutsche Krankenhausgesellschaft,Founder,BQS Institut für Qualität & Patientensicherheit,Germany,,https://www.dkgev.de/,,,,http://www.wikidata.org/entity/Q1203253,http://www.wikidata.org/entity/Q1006067,https://www.google.com/search?q=Deutsche+Krankenhausgesellschaft+BQS+Institut+f%C3%BCr+Qualit%C3%A4t+%26+Patientensicherheit,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Johannes Kleinsorg,CEO,Berliner Bäder-Betriebe,Germany,,,http://www.berlinerbaederbetriebe.de/,,,http://www.wikidata.org/entity/Q120549425,http://www.wikidata.org/entity/Q821453,https://www.google.com/search?q=Johannes+Kleinsorg+Berliner+B%C3%A4der-Betriebe,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Ole Bested-Hensing,CEO,Tropical Islands | Berliner Bäder-Betriebe | Berliner Bäder-Betriebe,Germany,,http://bested-hensing.com/,http://www.tropical-islands.de,,,http://www.wikidata.org/entity/Q120549441,http://www.wikidata.org/entity/Q511276,https://www.google.com/search?q=Ole+Bested-Hensing+Tropical+Islands,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,http://www.tropical-islands.de/veranstaltungen-und-gruppen/firmen---mice/anreize,investor_relations,wikidata
Klaus Lipinsky,CEO,Berliner Bäder-Betriebe,Germany,,,http://www.berlinerbaederbetriebe.de/,,,http://www.wikidata.org/entity/Q120549461,http://www.wikidata.org/entity/Q821453,https://www.google.com/search?q=Klaus+Lipinsky+Berliner+B%C3%A4der-Betriebe,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Nils Brauckmann,CEO,SUSE,Germany,software development,,https://www.suse.com/,,,http://www.wikidata.org/entity/Q120549669,http://www.wikidata.org/entity/Q14594782,https://www.google.com/search?q=Nils+Brauckmann+SUSE,C0008,,"Shared group: industries=software development; countries=Germany, France; companies=SUSE, KIS",sales-inquiries-apac@suse.com,https://www.suse.com/contact/,investor_relations,wikidata
